Gene symbol	Description	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	cell-cell adhesion	cell surface	opc_fold_change	endothelial_fold_change
Rbbp6	Retinoblastoma binding protein 6	22.59	28.238	19.22	13.533	4.5353	5.7958	16.959	0	0	2.0833	0.11566
Rbbp7	Retinoblastoma binding protein 7	17.377	30.321	23.786	13.577	5.8962	12.891	43.726	0	0	2.0123	1.3371
Rbbp8	Retinoblastoma binding protein 8	3.7332	1.8651	3.9602	1.6331	0.22203	1.209	6.4947	0	0	4.1568	1.6263
Rbbp9	Retinoblastoma binding protein 9	11.792	3.5378	14.767	10.528	7.3961	2.1562	10.061	0	0	0.99753	0.26672
Rbck1	RanBP-type and C3HC4-type zinc finger containing 1	18.986	19.811	21.705	29.394	26.324	43.039	30.059	0	0	-0.27838	0.17947
Rbfa		8.3458	9.9048	12.274	8.0842	6.5791	18.771	6.529	0	0	0.89965	-0.70724
Rbfox1		0.25027	12.678	4.8599	0.86999	0.76696	0.71264	0.3362	0	0	2.6637	-3.3194
Rbfox2		9.6927	54.509	11.302	4.466	1.7782	1.8739	8.8505	0	0	2.6681	-0.65508
Rbfox3		0.26945	18.169	2.7464	0.39595	2.3042	2.5098	0.50369	0	0	0.25328	-3.1266
Rbks		1.2909	0.54911	0.38126	2.9344	4.1455	3.3538	2.7256	0	0	-3.4427	0.36991
Rbl1	Retinoblastoma-like 1 (p107)	3.979	1.0254	4.933	0.69819	0.1	1.4512	4.4271	0	0	5.6244	1.1241
Rbl2	Retinoblastoma-like 2 (p130)	7.6549	5.492	9.5568	9.8398	8.4425	3.5857	4.6372	0	0	0.17885	-0.67984
Rbm10	RNA binding motif protein 10	3.38	3.024	3.655	3.4201	1.7955	2.1369	2.2854	0	0	1.0255	-0.34457
Rbm11	RNA binding motif protein 11	0.14446	1.841	3.8723	3.2232	3.8602	0.1	0.10985	0	0	0.004526	-4.3064
Rbm12		9.4907	9.0108	8.9863	4.9171	1.7076	4.1883	5.5346	0	0	2.3958	-0.20587
Rbm12b	RNA binding motif protein 12B	5.8913	6.3263	6.798	3.1541	0.51728	0.60816	1.9783	0	0	3.7161	-0.97272
Rbm14	RNA binding motif protein 14	12.468	13.154	19.046	16.171	6.1066	13.285	5.323	0	0	1.6411	-1.3289
Rbm15	RNA binding motif protein 15	5.4514	3.5932	3.7956	2.8554	1.4293	7.1579	4.13	0	0	1.4091	0.029251
Rbm15b	RNA binding motif protein 15B	11.17	17.425	15.981	10.632	4.9888	11.969	9.892	0	0	1.6796	-0.282
Rbm17	RNA binding motif protein 17	12.27	14.771	13.69	12.522	8.4733	8.242	13.685	0	0	0.69211	0.23089
Rbm18	RNA binding motif protein 18	18.944	17.618	17.922	16.468	7.0445	6.1126	23.667	0	0	1.3472	0.75555
Rbm19	RNA binding motif protein 19	2.1917	2.6704	3.7348	2.527	2.0657	5.0881	2.8751	0	0	0.8544	-0.083419
Rbm20	RNA binding motif protein 20	3.1563	0.20516	0.82185	0.43228	0.1	0.1	1.5004	0	0	3.0389	0.90259
Rbm22	RNA binding motif protein 22	16.049	16.738	25.807	26.846	16.145	21.386	22.828	0	0	0.67664	0.15549
Rbm24	RNA binding motif protein 24	2.1001	2.8908	0.55968	0.1082	0.16096	0.22084	0.10119	0	0	1.7979	-3.3145
Rbm25	RNA binding motif protein 25	43.332	24.464	22.506	16.084	3.4549	5.3063	17.287	0	0	2.7036	-0.15079
Rbm26	RNA binding motif protein 26	25.079	10.137	13.415	8.7216	1.5144	3.3624	5.5934	0	0	3.147	-0.89085
Rbm27	RNA binding motif protein 27	6.2968	5.1733	4.0683	3.5024	1.0088	0.9412	4.5169	0	0	2.0118	0.3686
Rbm28	RNA binding motif protein 28	12.372	6.8144	9.3778	8.2641	3.8273	3.1255	5.4552	0	0	1.2929	-0.41963
Rbm3	RNA binding motif (RNP1, RRM) protein 3	5.1512	7.6175	5.4212	5.249	1.3687	4.6891	12.879	0	0	1.9859	1.3894
Rbm31y		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rbm33	RNA binding motif protein 33	15.051	12.745	10.31	6.7061	2.084	5.334	6.8692	0	0	2.3066	-0.34171
Rbm34	RNA binding motif protein 34	3.8363	5.4844	2.9284	3.6857	1.5226	1.3385	1.9479	0	0	0.94358	-0.68548
Rbm38	RNA binding motif protein 38	2.8396	3.9117	7.0072	5.118	0.58027	35.722	4.4783	0	0	3.594	-1.0381
Rbm39	RNA binding motif protein 39	128.6	68.948	67.889	46.759	11.932	22.698	88.12	0	0	2.5083	0.60829
Rbm4	RNA binding motif protein 4	5.5601	6.8511	8.8075	6.4736	2.1762	4.083	5.8519	0	0	2.0169	0.048457
Rbm41	RNA binding motif protein 41	2.3605	1.1287	2.31	1.9575	0.80402	0.33321	3.2714	0	0	1.5226	1.1421
Rbm42	RNA binding motif protein 42	13.94	26.901	36.37	34.296	27.567	43.051	37.601	0	0	0.39979	0.30888
Rbm43	RNA binding motif protein 43	1.5428	1.3998	3.1778	0.57046	0.24627	2.0823	4.6752	0	0	3.6897	1.6369
Rbm44		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rbm45	RNA binding motif protein 45	7.469	8.4011	13.041	11.526	6.1361	4.1501	9.2845	0	0	1.0876	0.13521
Rbm46	RNA binding motif protein 46	0.64032	0.1	0.34111	0.1	0.1	0.1	0.1	0	0	1.7702	-1.2031
Rbm47	RNA binding motif protein 47	0.1	0.1	0.26596	0.1	0.1	6.4049	0.1	0	0	1.4112	-3.5588
Rbm4b	RNA binding motif protein 4B	13.694	14.195	13.889	8.3318	8.5028	2.9039	6.3116	0	0	0.70794	-0.69992
Rbm5		50.965	31.812	31.268	21.729	6.7426	20.243	21.761	0	0	2.2133	-0.31797
Rbm6	RNA binding motif protein 6	11.097	7.2508	4.4154	3.6115	0.97885	1.5239	4.679	0	0	2.1734	-0.040689
Rbm7	RNA binding motif protein 7	26.607	16.34	22.296	17.401	7.3926	6.833	33.805	0	0	1.5927	1.0662
Rbm8a	RNA binding motif protein 8A	4.4395	6.9121	5.3332	4.8345	3.4207	3.0394	5.9352	0	0	0.64071	0.34798
Rbms1	RNA binding motif, single stranded interacting protein 1	1.14	26.564	2.287	0.52609	0.14789	1.6044	31.859	0	0	3.9509	2.5665
Rbms2	RNA binding motif, single stranded interacting protein 2	3.1486	1.5123	2.0344	2.9846	3.4039	2.7624	9.7626	0	0	-0.74259	1.8862
Rbms3	RNA binding motif, single stranded interacting protein	0.4532	11.115	1.0276	0.13738	0.1	0.1	3.8405	0	0	3.3612	0.83329
Rbmx	RNA binding motif protein, X-linked	41.416	35.265	50.165	24.227	2.8874	3.5037	21.407	0	0	4.1188	-0.29392
Rbmx2	RNA binding motif protein, X-linked 2	2.1504	2.6691	2.4894	1.8365	1.2558	1.0185	1.8415	0	0	0.98718	-0.047601
Rbmxl2	RNA binding motif protein, X-linked-like 2	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rbmxrt		18.859	20.615	23.091	12.92	7.3306	14.167	18.263	0	0	1.6553	0.17613
Rbmy1a1	RNA binding motif protein, Y-linked, family 1, member A1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rbp1	Retinol binding protein 1, cellular	5.0391	1.5615	2.1283	0.15419	0.45883	0.36642	16.389	0	0	2.2137	3.3404
Rbp2	Retinol binding protein 2, cellular	0.1	0.1	0.1	0.1	0.1	0.1	0.12757	0	0	0	0.35128
Rbp3	Retinol binding protein 3, interstitial	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rbp4	Retinol binding protein 4, plasma	0.51238	2.6605	3.9766	0.59274	0.56219	0.24222	0.13863	0	0	2.8224	-3.3611
Rbp7	Retinol binding protein 7, cellular	0.12219	0.1	0.1	0.1	0.1	0.1	0.51217	0	0	0	2.3042
Rbpj	Recombination signal binding protein for immunoglobulin kappa J region	4.3797	2.8253	4.5954	6.8056	2.6844	8.9176	1.3846	0	0	0.77561	-1.8624
Rbpjl	Recombination signal binding protein for immunoglobulin kappa J region-like	0.1054	0.1	4.4836	2.6433	0.83511	0.1	0.1	0	0	2.4246	-3.7844
Rbpms	RNA binding protein with multiple splicing	0.55529	0.51779	1.1663	0.18034	0.25704	8.6902	50.07	0	0	2.1819	4.724
Rbpms2	RNA binding protein with multiple splicing 2	4.8282	0.28514	0.60465	0.1	0.1	0.40076	0.94438	0	0	2.5961	-0.15722
Rbx1	Ring-box 1	8.3913	20.893	16.952	14.801	12.903	4.822	13.952	0	0	0.39367	0.087974
Rc3h1	Ring finger and CCCH-type zinc finger domains 1	5.3037	7.2129	5.7554	6.5962	1.93	1.3999	8.9381	1	0	1.5763	0.92741
Rc3h2	Ring finger and CCCH-type zinc finger domains 2	8.5312	9.8138	6.8971	7.1099	1.9223	1.0074	4.53	1	1	1.8432	-0.37637
Rcan1	Regulator of calcineurin 1	9.6199	20.994	28.722	12.823	13.576	679.36	16.211	0	0	1.0811	-2.9756
Rcan2	Regulator of calcineurin 2	0.38227	79.382	16.318	10.458	19.124	0.87917	1.7824	0	0	-0.22891	-3.5647
Rcan3	RCAN family member 3	3.1847	24.436	9.9457	7.1426	3.6598	3.0779	13.755	0	0	1.4423	0.6818
Rcbtb1	Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	8.0491	8.7832	9.2303	22.383	16.843	2.6205	8.8633	0	0	-0.8677	-0.35275
Rcbtb2	Regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	11.221	7.9368	11.84	4.6268	1.5312	11.139	5.7027	0	0	2.951	-0.49719
Rcc1	Regulator of chromosome condensation 1	7.723	4.4375	8.8637	6.122	4.7865	7.7475	5.7198	0	0	0.88894	-0.20943
Rcc2	Regulator of chromosome condensation 2	22.375	30.933	34.61	32.361	12.958	65.765	22.535	0	0	1.4173	-0.55757
Rccd1	RCC1 domain containing 1	4.7484	3.7961	3.8111	2.177	1.2732	1.4956	1.291	0	0	1.5817	-1.1594
Rce1	RCE1 homolog, prenyl protein peptidase (S. cerevisiae)	13.073	11.028	14.072	11.707	10.059	15.641	24.084	0	0	0.48428	0.93504
Rchy1	Ring finger and CHY zinc finger domain containing 1	13.12	16.377	13.506	14.268	13.009	8.4681	14.548	0	0	0.054134	0.14856
Rcl1	RNA terminal phosphate cyclase-like 1	3.0809	6.4673	5.4255	4.7427	3.9449	7.3807	11.82	0	0	0.45975	1.192
Rcn1	Reticulocalbin 1, EF-hand calcium binding domain	12.086	7.7982	49.255	16.794	1.1742	1.6111	13.942	0	0	5.3905	-0.084809
Rcn2	Reticulocalbin 2, EF-hand calcium binding domain	123.75	69.896	60.4	29.973	15.169	13.314	35.191	0	0	1.9935	-0.56559
Rcn3	Reticulocalbin 3, EF-hand calcium binding domain	3.208	1.9234	17.024	19.941	2.5322	1.9255	23.719	0	0	2.7491	1.6121
Rcor1	REST corepressor 1	7.4033	6.2285	5.4414	3.9489	1.3195	3.2813	7.7139	0	0	2.044	0.74463
Rcor2	REST corepressor 2	2.9012	5.2859	7.692	8.8736	7.2075	0.51185	0.79192	0	0	0.093859	-2.7727
Rcor3	REST corepressor 3	10.188	7.9968	5.4184	3.784	2.0456	0.92927	4.0234	0	0	1.4053	-0.33082
Rcsd1	RCSD domain containing 1	0.27574	0.1998	4.6619	0.18105	0.41891	155.77	16.462	0	0	3.4762	-0.70941
Rcvrn	Recoverin	0.1	0.37383	0.10734	0.24221	0.12808	0.1	0.1	0	0	-0.25493	-0.80937
Rd3	Retinal degeneration 3	0.1	0.1	0.1	0.27522	0.1	0.11094	1.1866	0	0	0	3.1789
Rdbp	RD RNA binding protein	6.398	6.5835	13.306	8.9136	10.148	16.897	14.286	0	0	0.39097	0.4616
Rdh1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rdh10	Retinol dehydrogenase 10 (all-trans)	8.1619	3.8789	7.564	2.6827	1.1029	2.9277	5.6292	0	0	2.7779	0.35992
Rdh11	Retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	23.883	11.612	25.021	35.047	24.227	5.1853	10.431	0	0	0.046479	-0.99776
Rdh12	Retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	0.1	0.15781	0.76376	0.93084	1.1533	0.3403	0.62528	0	0	-0.59462	0.1226
Rdh13	Retinol dehydrogenase 13 (all-trans/9-cis)	7.0516	11.212	5.2695	2.8374	0.61721	1.9387	1.3967	0	0	3.0938	-1.7873
Rdh14	Retinol dehydrogenase 14 (all-trans/9-cis/11-cis)	12.123	8.4664	9.5253	7.5716	7.1772	5.3782	6.302	0	0	0.40835	-0.41002
Rdh16	Retinol dehydrogenase 16 (all-trans)	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rdh18-ps		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rdh19		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rdh5	Retinol dehydrogenase 5 (11-cis/9-cis)	10.826	0.56145	0.94036	0.45677	0.5771	0.77447	0.87401	0	0	0.70438	-1.4307
Rdh7		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rdh8	Retinol dehydrogenase 8 (all-trans)	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rdh9		0.14869	0.11864	0.1	0.28167	0.48516	0.1	0.23832	0	0	-2.2785	0.21239
Rdm1	RAD52 motif 1	4.0542	1.0578	6.5071	2.2216	3.0282	6.354	14.494	0	0	1.1036	1.9049
Rdx	Radixin	35.759	17.868	37.672	53.75	33.9	6.8619	33.147	0	1	0.15221	0.098082
Rec8	REC8 homolog (yeast)	0.1	0.1	0.1	0.1	0.1	0.1	0.80563	0	0	0	3.0101
Reck	Reversion-inducing-cysteine-rich protein with kazal motifs	6.0513	1.7845	3.8167	1.7605	0.47828	0.16116	5.6696	0	0	2.9964	1.2755
Recql	RecQ protein-like (DNA helicase Q1-like)	3.816	2.9172	8.4804	3.5897	1.3877	1.7504	2.6074	0	0	2.6114	-0.48803
Recql4	RecQ protein-like 4	1.3203	0.84266	1.1501	0.30666	0.16831	0.26611	0.41909	0	0	2.7725	-0.68913
Recql5	RecQ protein-like 5	5.8848	2.2994	3.7286	4.0084	3.0623	3.0451	2.1883	0	0	0.28404	-0.74651
Reep1	Receptor accessory protein 1	2.7527	55.385	34.088	31.063	2.2848	0.46174	40.226	0	0	3.8991	0.93735
Reep2	Receptor accessory protein 2	20.255	33.68	31.781	10.563	2.8879	3.4395	1.6955	0	0	3.4601	-3.3343
Reep3	Receptor accessory protein 3	31.002	5.8359	28.316	58.682	52.363	14.602	31.418	0	0	-0.88696	-0.017453
Reep4	Receptor accessory protein 4	4.7157	1.0633	1.6354	1.2734	0.95791	6.3244	3.2063	0	0	0.77164	0.26856
Reep5	Receptor accessory protein 5	38.453	129.29	66.595	301.5	190.64	58.877	39.806	0	0	-1.5174	-1.7174
Reep6	Receptor accessory protein 6	2.2355	1.7499	1.6191	2.2379	1.3619	0.42292	0.1	0	0	0.24951	-4.0041
Refbp2		1.646	1.4231	2.0389	0.73692	0.56665	2.8354	1.3043	0	0	1.8473	-0.24075
Reg1		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Reg2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Reg3a	Regenerating islet-derived 3 alpha	0.15205	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.12001
Reg3b		0.17743	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.17512
Reg3d		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Reg3g	Regenerating islet-derived 3 gamma	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Reg4	Regenerating islet-derived family, member 4	0.13544	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.082791
Rel	V-rel reticuloendotheliosis viral oncogene homolog (avian)	3.2494	1.879	4.6991	1.91	0.42762	16.192	8.2144	0	0	3.458	0.79746
Rela	V-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65 (avian)	17.837	9.5149	17.573	11.081	11.206	97.49	32.673	0	0	0.64901	0.25129
Relb	V-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3 (avian)	3.0602	3.0524	4.152	2.9961	2.0571	47.556	14.213	1	0	1.0132	0.43975
Rell1	RELT-like 1	5.9996	10.7	13.053	43.541	10.112	1.1167	67.492	0	0	0.36829	2.2603
Rell2	RELT-like 2	0.61412	18.259	3.2465	1.23	5.8625	4.9684	0.7237	0	0	-0.85262	-2.9767
Reln	Reelin	1.2358	849.03	0.38687	0.1	0.16908	0.1	0.63265	0	0	1.1941	-7.8086
Relt	RELT tumor necrosis factor receptor	5.2458	4.859	3.8173	10.973	4.8045	10.962	1.22	0	0	-0.33183	-2.4737
Rem1	RAS (RAD and GEM)-like GTP-binding 1	0.1	0.1	0.19764	0.1	0.1	0.13836	1.1902	0	0	0.98287	3.2784
Rem2	RAS (RAD and GEM)-like GTP binding 2	0.38649	22.212	3.0626	0.50079	0.15689	0.80536	0.51853	0	0	4.2869	-3.124
Ren1		0.1	0.1	0.1	0.1	0.1	0.1	0.19501	0	0	0	0.96352
Ren2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Renbp	Renin binding protein	2.323	0.8371	3.6369	1.2606	0.90192	67.998	8.9438	0	0	2.0116	-0.52015
Rep15	Rab15 effector protein	0.1	0.20665	1.8625	1.1273	0.17266	0.31358	0.73238	0	0	3.4312	0.21618
Repin1	Replication initiator 1	11.603	5.4364	14.127	8.7524	2.1933	6.8059	2.5238	0	0	2.6873	-1.6917
Reps1	RALBP1 associated Eps domain containing 1	17.539	16.707	14.993	14.882	6.4252	7.9143	3.4445	0	0	1.2224	-1.9247
Reps2	RALBP1 associated Eps domain containing 2	0.13197	5.0452	3.698	1.4632	0.79949	0.19264	0.13977	0	0	2.2096	-3.7561
Rer1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae)	28.987	24.004	47.153	53.681	53.139	41.699	48.378	0	1	-0.17243	0.22318
Rere	Arginine-glutamic acid dipeptide (RE) repeats	15.257	23.079	13.751	13.922	4.4229	13.494	11.812	0	0	1.6365	-0.24387
Rerg	RAS-like, estrogen-regulated, growth inhibitor	0.13545	1.2097	0.81435	0.34509	0.1	0.1	0.83551	0	0	3.0257	0.89027
Rergl		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Resp18	Regulated endocrine-specific protein 18	0.1	38.52	23.47	3.4748	0.90019	0.13273	0.52087	0	0	4.7045	-4.4135
Rest	RE1-silencing transcription factor	5.5362	0.54472	2.4704	2.923	0.53573	1.0757	3.5112	0	0	2.2052	0.68699
Ret	Ret proto-oncogene	0.12327	1.0157	0.46674	0.11732	0.1	0.11993	4.7798	1	0	2.2226	3.8837
Retn	Resistin	0.1	0.44682	0.1	0.1	0.16425	0.1	0.1	0	0	-0.71589	-0.75285
Retnla		0.1	0.24596	0.10864	0.1	0.17075	17.03	0.1	0	0	-0.65226	-4.8872
Retnlb	Resistin like beta	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Retnlg		0.1	0.1	0.90288	0.1	0.6677	6.9041	0.85478	0	0	0.43533	-0.77476
Retsat	Retinol saturase (all-trans-retinol 13,14-reductase)	6.8467	1.0453	5.0019	2.8825	3.5232	9.9689	9.5419	0	0	0.5056	0.96796
Rev1	REV1 homolog (S. cerevisiae)	9.8664	6.2302	7.0594	5.2718	1.0815	1.8005	5.9039	0	0	2.7065	0.17809
Rev3l	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)	12.045	10.414	18.778	4.7761	0.40359	0.19084	3.9567	0	0	5.54	-0.97322
Rex2		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rexo1	REX1, RNA exonuclease 1 homolog (S. cerevisiae)	7.694	10.893	8.6098	10.284	5.6489	12.333	6.4073	0	0	0.60801	-0.52877
Rexo2	REX2, RNA exonuclease 2 homolog (S. cerevisiae)	13.893	15.463	30.635	47.329	53.376	12.544	43.456	0	0	-0.80101	0.58983
Rexo4	REX4, RNA exonuclease 4 homolog (S. cerevisiae)	11.275	7.2755	12.204	6.8609	3.5197	11.213	7.3929	0	0	1.7938	-0.23896
Rfc1	Replication factor C (activator 1) 1, 145kDa	12.207	7.0771	7.6652	4.4352	1.9821	1.6699	5.6262	0	0	1.9513	-0.053664
Rfc2	Replication factor C (activator 1) 2, 40kDa	11.424	16.177	23.965	14.786	19.995	19.519	24.278	0	0	0.2613	0.46044
Rfc3	Replication factor C (activator 1) 3, 38kDa	4.9465	7.4418	13.987	3.7681	1.1095	4.3055	6.9434	0	0	3.6562	0.22848
Rfc4	Replication factor C (activator 1) 4, 37kDa	2.5528	2.0552	8.2213	2.5995	2.0454	1.2778	5.4988	0	0	2.007	0.81511
Rfc5	Replication factor C (activator 1) 5, 36.5kDa	1.4757	1.8936	4.9628	1.4019	0.91557	1.8381	3.4893	0	0	2.4384	0.74547
Rfesd	Rieske (Fe-S) domain containing	2.8038	2.5118	3.7485	1.771	1.2692	0.75784	2.0985	0	0	1.5624	-0.030735
Rffl	Ring finger and FYVE-like domain containing 1	1.41	1.0634	1.5479	14.008	26.239	21.278	4.8408	0	0	-4.0834	-1.1742
Rfk	Riboflavin kinase	12.947	27.453	27.966	19.876	15.146	10.607	14.606	0	0	0.88472	-0.37935
Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	19.562	27.204	22.54	18.562	9.0522	12.449	5.0065	0	0	1.3161	-1.8643
Rfpl3s	Ret finger protein-like 3 antisense	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rfpl4		0.1	0.1053	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.012688
Rfpl4b	Ret finger protein-like 4B	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rft1	RFT1 homolog (S. cerevisiae)	7.3969	3.7495	4.221	7.8509	8.1683	9.0591	6.7752	0	0	-0.95245	0.0073074
Rftn1	Raftlin, lipid raft linker 1	0.11453	3.0333	0.91449	5.8933	27.135	9.5017	5.7858	0	0	-4.891	-0.42455
Rftn2	Raftlin family member 2	25.504	2.3829	20.19	11.345	9.0118	0.57759	5.4406	0	0	1.1638	-1.0801
Rfwd2	Ring finger and WD repeat domain 2	1.4607	1.9756	2.4107	1.8955	1.1318	0.69462	2.0098	0	0	1.0909	0.33363
Rfwd3	Ring finger and WD repeat domain 3	4.3246	1.9731	3.2181	2.6614	1.8807	2.527	4.4246	0	0	0.77493	0.67873
Rfx1	Regulatory factor X, 1 (influences HLA class II expression)	4.6575	9.7012	3.8651	2.9737	0.54574	4.9708	1.7391	0	0	2.8242	-1.3562
Rfx2	Regulatory factor X, 2 (influences HLA class II expression)	2.6976	4.5968	0.55045	0.46912	0.27657	0.21528	1.1543	0	0	0.99295	-0.34654
Rfx3	Regulatory factor X, 3 (influences HLA class II expression)	7.7237	5.0427	3.4251	1.8646	0.34743	0.45729	1.2468	0	0	3.3013	-1.3341
Rfx4	Regulatory factor X, 4 (influences HLA class II expression)	29.79	1.608	7.4853	1.2853	0.39586	0.15871	0.1	0	0	4.241	-6.0847
Rfx5	Regulatory factor X, 5 (influences HLA class II expression)	9.5048	5.2529	5.119	2.4434	0.72786	4.5362	2.041	0	0	2.8141	-1.1715
Rfx6		0.1	0.1	0.1	0.1	0.1	0.1	0.1	0	0	0	3.2034e-16
Rfx7		10.354	10.714	8.7307	5.5304	0.8455	0.85407	3.9681	0	0	3.3682	-0.63716
Rfx8		0.47162	0.1	0.1	0.1	0.1	0.1	0.70765	0	0	0	2.1276
Rfxank	Regulatory factor X-associated ankyrin-containing protein	6.6258	1.9936	3.0726	3.2947	2.8761	3.2187	3.2699	0	0	0.095307	-0.10368
Rfxap	Regulatory factor X-associated protein	5.3561	11.259	11.624	6.9188	3.0758	3.3982	4.358	0	0	1.9181	-0.67097
Rg9mtd1	RNA (guanine-9-) methyltransferase domain containing 1	8.168	8.1607	8.3095	4.8635	1.4567	1.6899	14.279	0	0	2.5121	1.3918
Rg9mtd2	RNA (guanine-9-) methyltransferase domain containing 2	2.8492	1.7685	3.1064	2.3191	0.99991	1.0403	3.2916	0	0	1.6354	0.70878
Rg9mtd3	RNA (guanine-9-) methyltransferase domain containing 3	2.6348	3.0272	2.466	1.8603	2.038	1.1548	3.7062	0	0	0.27505	0.75449
Rgag1	Retrotransposon gag domain containing 1	0.68806	3.5393	0.49079	0.11013	0.1	0.1	0.1	0	0	2.2951	-3.067
Rgag4	Retrotransposon gag domain containing 4	3.0369	5.8688	3.3794	3.2047	5.8967	1.4646	0.46985	0	0	-0.80315	-3.019
Rgl1	Ral guanine nucleotide dissociation stimulator-like 1	9.6481	2.9745	4.9591	1.1072	0.86909	19.738	35.896	0	0	2.5125	2.4544
Rgl2	Ral guanine nucleotide dissociation stimulator-like 2	21.447	14.003	15.414	10.547	5.8468	51.067	33.123	0	0	1.3986	0.74809
Rgl3	Ral guanine nucleotide dissociation stimulator-like 3	5.8557	0.29149	5.0028	2.1303	0.32156	8.3217	0.64198	0	0	3.9596	-2.5088
Rgma	RGM domain family, member A	83.094	25.674	11.425	11.757	9.5094	1.0256	1.2259	0	1	0.26478	-4.2759
Rgmb	RGM domain family, member B	2.9815	52.876	2.6037	4.0697	3.5893	10.74	3.9507	0	0	-0.46313	-1.6971
Rgn	Regucalcin (senescence marker protein-30)	0.1	0.10194	0.24091	0.1	0.1	0.1	0.1	0	0	1.2685	-0.30811
Rgnef	Rho-guanine nucleotide exchange factor	0.64835	1.5089	4.0568	12.297	11.961	0.13437	8.1813	0	0	-1.5599	0.68152
Rgp1	RGP1 retrograde golgi transport homolog (S. cerevisiae)	11.228	7.2388	6.3693	8.5294	6.8472	6.8951	6.1706	0	0	-0.10439	-0.34753
Rgr	Retinal G protein coupled receptor	0.1	0.1	0.10043	0.11013	0.1	0.1	0.1	0	0	0.0061616	-0.025155
Rgs1	Regulator of G-protein signaling 1	0.14208	0.10508	23.157	0.41262	1.412	194.58	0.12035	0	0	4.0356	-8.2498
Rgs10	Regulator of G-protein signaling 10	0.37969	17.463	27.39	2.8784	6.1761	437.8	2.9759	0	0	2.1489	-4.7845
Rgs11	Regulator of G-protein signaling 11	0.33683	8.6888	1.2635	1.1938	0.42884	0.8734	0.1	0	0	1.5589	-4.4134
Rgs12	Regulator of G-protein signaling 12	17.585	15.338	4.5615	2.5502	1.1112	2.1934	53.987	0	0	2.0374	2.9019
Rgs13	Regulator of G-protein signaling 13	0.1	0.21153	0.1	0.1	0.1	0.1	0.1	0	0	0	-0.24597
Rgs14	Regulator of G-protein signaling 14	0.1	0.30051	0.90692	0.11556	0.48173	8.6722	0.17363	0	0	0.91276	-3.3438
Rgs16	Regulator of G-protein signaling 16	12.458	8.5833	1.0696	54.242	10.205	1.3253	46.576	0	0	-3.254	1.669
Rgs17	Regulator of G-protein signaling 17	1.5092	5.6919	3.1348	0.5294	0.2643	0.1	0.1	0	0	3.5681	-4.2262
Rgs18	Regulator of G-protein signaling 18	0.1	0.1	0.25474	0.1	0.1	0.17002	0.1	0	0	1.349	-0.459
